,author,author_link,date,iscore,meta_movie_name,mixed,moviename,moviename_x,negative,num_crit,positive,rank,release_date,source,source_link,summary,total_score
672,Mick LaSalle,http://www.metacritic.com//critic/mick-lasalle?filter=movies,"Jan 14, 2016",25.0,Ride Along 2,15.0,,Ride Along 2,13.0,29.0,1.0,33,"January 15, 2016",San Francisco Chronicle,http://www.metacritic.com//publication/san-francisco-chronicle?filter=movies,"It’s a formula movie, which wouldn’t necessarily be a problem, except that it’s a sort of bad version of itself.",32
673,Stephen Whitty,http://www.metacritic.com//critic/stephen-whitty?filter=movies,"Jan 13, 2016",20.0,Ride Along 2,15.0,,Ride Along 2,13.0,29.0,1.0,33,"January 15, 2016",New York Daily News,http://www.metacritic.com//publication/new-york-daily-news?filter=movies,"Pretty as Bratt and Munn are, they're not distracting enough to cover up for the screaming Hart and grating Jeong, who seem to be in a race to see who can play a more annoying character. In the end, it's a tie — they both win.",32
674,Justin Chang,http://www.metacritic.com//critic/justin-chang?filter=movies,"Jan 13, 2016",20.0,Ride Along 2,15.0,,Ride Along 2,13.0,29.0,1.0,33,"January 15, 2016",Variety,http://www.metacritic.com//publication/variety?filter=movies,"Another tired, witless and potentially lucrative attempt to spin an exhausted buddy-cop template into action-comedy gold.",32
675,Kyle Smith,http://www.metacritic.com//critic/kyle-smith?filter=movies,"Jan 13, 2016",12.0,Ride Along 2,15.0,,Ride Along 2,13.0,29.0,1.0,33,"January 15, 2016",New York Post,http://www.metacritic.com//publication/new-york-post?filter=movies,"To call Ride Along 2 rubbish is unfair to rubbish, which at some point had a purpose.",32
676,Kevin Jagernauth,http://www.metacritic.com//critic/kevin-jagernauth?filter=movies,"Jan 14, 2016",0.0,Ride Along 2,15.0,,Ride Along 2,13.0,29.0,1.0,33,"January 15, 2016",The Playlist,http://www.metacritic.com//publication/the-playlist?filter=movies,"The entire film seems cloaked with a general vibe of “good enough.”  Embarrassingly cheap CGI effects, poor ADR, and slipshod, jarring editing are the technical failures that compound with the creative ones to indicate a movie that’s not just miscalculated, but seemingly committed to putting together, at its best, a deliverable product and nothing more.",32
677,Brian Truitt,http://www.metacritic.com//critic/brian-truitt?filter=movies,"Sep 29, 2016",88.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",USA Today,http://www.metacritic.com//publication/usa-today?filter=movies,"This is pretty much Burton doing an ""X-Men"" movie, with a plucky yesteryear vibe and evil Samuel L. Jackson thrown in for extra fun.",57
678,Calvin Wilson,http://www.metacritic.com//critic/calvin-wilson?filter=movies,"Sep 29, 2016",88.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",St. Louis Post-Dispatch,http://www.metacritic.com//publication/st-louis-post-dispatch?filter=movies,"Burton delivers his most ambitious and engaging film since “Sweeney Todd” (2007). Although the story becomes increasingly complex as it goes along, the emotional payoff is more than worth it.",57
679,Kate Stables,http://www.metacritic.com//critic/kate-stables?filter=movies,"Nov  2, 2016",80.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Total Film,http://www.metacritic.com//publication/total-film?filter=movies,"Hugely charming if somewhat cluttered, Burton’s horror-spiked YA freaks-and-a-geek fantasy proves a Home run for Asa Butterfield.",57
680,Manohla Dargis,http://www.metacritic.com//critic/manohla-dargis?filter=movies,"Sep 29, 2016",80.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",The New York Times,http://www.metacritic.com//publication/the-new-york-times?filter=movies,"Mr. Burton, whose artistry is at times most evident in its filigree, can be a great collector when given the right box to fill, as is the case here. He revels in the story’s icky, freaky stuff; he’s right at home, which may be why he seems liberated by its labyrinthine turns and why you don’t care if you get a little lost in them.",57
681,Justin Chang,http://www.metacritic.com//critic/justin-chang?filter=movies,"Sep 29, 2016",80.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Los Angeles Times,http://www.metacritic.com//publication/los-angeles-times?filter=movies,"The sense of film craft here is so delicate and assured that, even at its most razzle dazzle-prone moments, the movie never seems to be straining for effect.",57
682,Jordan Hoffman,http://www.metacritic.com//critic/jordan-hoffman?filter=movies,"Sep 25, 2016",80.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",The Guardian,http://www.metacritic.com//publication/the-guardian?filter=movies,We get the playfulness of seeing quirky magic powers mixed with the familiarity of how a time loop plays out. Add in Burton’s authorial visual stamp and what we’ve got is an extremely pleasing formula. It gels as Tim Burton’s best (non-musical) live-action movie for 20 years.,57
683,Chris Packham,http://www.metacritic.com//critic/chris-packham?filter=movies,"Sep 25, 2016",80.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Village Voice,http://www.metacritic.com//publication/village-voice?filter=movies,Burton scales his finale down to the size of a tourist boardwalk for an unexpectedly gripping crowd-pleaser of an action scene.,57
684,James Berardinelli,http://www.metacritic.com//critic/james-berardinelli?filter=movies,"Sep 30, 2016",75.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",ReelViews,http://www.metacritic.com//publication/reelviews?filter=movies,A fresh and engaging storybook adventure that should appeal to viewers both inside and out of the core demographic.,57
685,Mark Medley,,"Sep 29, 2016",75.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",The Globe and Mail (Toronto),http://www.metacritic.com//publication/the-globe-and-mail-toronto?filter=movies,"Very much a superhero film – ""X-Men"" as imagined by Edward Gorey. But it’s not populated with the sorts of characters we’ve come to expect – tormented anti-heroes or wisecrackin’ daredevils or noble demi-gods. Rather, it’s a film about a group of broken children, not off saving the world but being saved from the world.",57
686,Tom Russo,http://www.metacritic.com//critic/tom-russo?filter=movies,"Sep 29, 2016",75.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Boston Globe,http://www.metacritic.com//publication/boston-globe?filter=movies,"The movie bogs down only toward the finish, when it turns into a metahuman free-for-all.",57
687,Michael O'Sullivan,http://www.metacritic.com//critic/michael-osullivan?filter=movies,"Sep 29, 2016",75.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Washington Post,http://www.metacritic.com//publication/washington-post?filter=movies,"The relatable theme of the magical misfit may not be entirely original. But as brought to life by Burton, Riggs’s fictional vision of a world in which the nonconformist can flourish serves as both a self-portrait of the auteur and a “Wonderland”-like looking glass in which many in the audience will no doubt see a reflection of themselves.",57
688,Moira Macdonald,http://www.metacritic.com//critic/moira-macdonald?filter=movies,"Sep 28, 2016",75.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",The Seattle Times,http://www.metacritic.com//publication/the-seattle-times?filter=movies,"The time-travel element gets awfully twisty, perhaps a little too much so. But there’s great pleasure to be had in the performances, particularly Green’s deliciously avian Miss Peregrine.",57
689,Ed Gonzalez,http://www.metacritic.com//critic/ed-gonzalez?filter=movies,"Sep 25, 2016",75.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Slant Magazine,http://www.metacritic.com//publication/slant-magazine?filter=movies,"Tim Burton's direction reminds us of the distinct, peculiar coyness that was always at the heart of his best films.",57
690,Raakhee Mirchandani,http://www.metacritic.com//critic/raakhee-mirchandani?filter=movies,"Sep 30, 2016",70.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",New York Daily News,http://www.metacritic.com//publication/new-york-daily-news?filter=movies,"Riggs' original story is strong, but the characters in the movie feel empty.",57
691,Barbara VanDenburgh,http://www.metacritic.com//critic/barbara-vandenburgh?filter=movies,"Sep 29, 2016",70.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Arizona Republic,http://www.metacritic.com//publication/arizona-republic?filter=movies,"Burton reins in his worst impulses, bad habits that he’s been cultivating for over a decade, to make a wickedly dark children’s movie that is, finally, blessedly, fun to look at.",57
692,Peter Debruge,http://www.metacritic.com//critic/peter-debruge?filter=movies,"Sep 25, 2016",70.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Variety,http://www.metacritic.com//publication/variety?filter=movies,"Goldman’s frequently amusing script is the secret ingredient that makes “Miss Peregrine” such an appropriate fit for Burton’s peculiar sensibility, allowing the director to revisit and expand motifs and themes from his earlier work.",57
693,Peter Rainer,http://www.metacritic.com//critic/peter-rainer?filter=movies,"Sep 30, 2016",67.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Christian Science Monitor,http://www.metacritic.com//publication/christian-science-monitor?filter=movies,The children are under the aegis of Miss Peregrine – played with divaesque triumphalism by Eva Green – who is capable of transforming herself into a falcon.,57
694,Marc Ciafardini,,"Sep 29, 2016",67.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",The Film Stage,http://www.metacritic.com//publication/the-film-stage?filter=movies,"A mostly winning combination of the strange and unusual, the adventure is an entertaining, clever, and fun one.",57
695,Devan Coggan,,"Sep 28, 2016",67.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Entertainment Weekly,http://www.metacritic.com//publication/entertainment-weekly?filter=movies,"The film chooses style over substance, emphasizing how cool the children’s powers are without fleshing them out as full characters. To compete with Burton’s best, his heroic weirdos need a little more heart—and the monsters need sharper teeth.",57
696,Steve Persall,http://www.metacritic.com//critic/steve-persall?filter=movies,"Sep 27, 2016",67.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Tampa Bay Times,http://www.metacritic.com//publication/tampa-bay-times?filter=movies,"Burton's manner is changed, not drastically or consistently but more controlled, making strangeness the story's accessory rather than its purpose. He seems inspired by this material for the first time in years, in a creative vein where he finds the most satisfaction.",57
697,Tirdad Derakhshani,http://www.metacritic.com//critic/tirdad-derakhshani?filter=movies,"Sep 30, 2016",63.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Philadelphia Inquirer,http://www.metacritic.com//publication/philadelphia-inquirer?filter=movies,Tries - far too hard - to replicate the Alice effect and falls short.,57
698,Peter Travers,http://www.metacritic.com//critic/peter-travers?filter=movies,"Sep 29, 2016",63.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Rolling Stone,http://www.metacritic.com//publication/rolling-stone?filter=movies,"The film feels overstuffed and way too familiar, with Burton repeating tricks from his greatest hits (think Beetlejuice and Edward Scissorhands). And the fun runs out much before the film ends. But stick with it just for those times when Burton flies high on his own peculiar genius.",57
699,Chris Hewitt (1),http://www.metacritic.com//critic/chris-hewitt-1?filter=movies,"Sep 26, 2016",60.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",Empire,http://www.metacritic.com//publication/empire?filter=movies,"While it's neither as dark, funny nor peculiar as you’d expect from Tim Burton, there’s still much here to admire.",57
700,Todd McCarthy,http://www.metacritic.com//critic/todd-mccarthy?filter=movies,"Sep 25, 2016",60.0,Miss Peregrine's Home for Peculiar Children,18.0,,Miss Peregrine's Home for Peculiar Children,3.0,43.0,22.0,35,"September 30, 2016",The Hollywood Reporter,http://www.metacritic.com//publication/the-hollywood-reporter?filter=movies,"For a time, an appealing gentleness prevails that's rooted in this unique inter-generational romance, a feeling augmented in particular by Purnell's slow-blooming flower of a performance, and if the film had remained focused more on the improbabilities of this love story, it might have emerged as something rather special.",57
